"","family","location","mean.loc.abund"
"443","f:Un_Azobacteroides","Ningaloo",4.35016655888595e-05
"444","f:Un_Azobacteroides","Philippines",6.08231758080943e-06
"445","f:Un_Azobacteroides","Tanzania",1.57572378995715e-05
"446","f:Bacteroidaceae","Cancun",0.00487095525590397
"447","f:Bacteroidaceae","Lapaz",0.00213905526152827
"448","f:Bacteroidaceae","Ningaloo",0.00201685756741688
"449","f:Bacteroidaceae","Philippines",0.00279021136037263
"450","f:Bacteroidaceae","Tanzania",0.00253781259785545
"451","f:Barnesiellaceae","Cancun",7.65767166537931e-06
"452","f:Barnesiellaceae","Lapaz",1.33562114129446e-05
"453","f:Barnesiellaceae","Ningaloo",8.37735039531623e-06
"454","f:Barnesiellaceae","Philippines",1.74513733708222e-05
"455","f:Barnesiellaceae","Tanzania",1.59805963904178e-05
"456","f:Dysgonamonadaceae","Cancun",0.000817420657544962
"457","f:Dysgonamonadaceae","Lapaz",0.000305560366490033
"458","f:Dysgonamonadaceae","Ningaloo",0.000282240636418196
"459","f:Dysgonamonadaceae","Philippines",0.000464015603436368
"460","f:Dysgonamonadaceae","Tanzania",0.000313039209343576
"461","f:Odoribacteraceae","Cancun",0.000166793429159442
"462","f:Odoribacteraceae","Lapaz",0.000268843476905243
"463","f:Odoribacteraceae","Ningaloo",0.000283971414512182
"464","f:Odoribacteraceae","Philippines",0.000140135536704794
"465","f:Odoribacteraceae","Tanzania",0.000207024478079977
"466","f:Paludibacteraceae","Cancun",1.06747819854365e-05
"467","f:Paludibacteraceae","Lapaz",3.64783888863102e-05
"468","f:Paludibacteraceae","Ningaloo",5.44132644335886e-05
"469","f:Paludibacteraceae","Philippines",1.57151304330598e-05
"470","f:Paludibacteraceae","Tanzania",2.79271128752809e-05
"471","f:Porphyromonadaceae","Cancun",0.000206805945008821
"472","f:Porphyromonadaceae","Lapaz",0.000275157525556022
"473","f:Porphyromonadaceae","Ningaloo",0.000408258635697906
"474","f:Porphyromonadaceae","Philippines",0.000215455113454896
"475","f:Porphyromonadaceae","Tanzania",0.000302169319882586
"476","f:Prevotellaceae","Cancun",0.000938528401975476
"477","f:Prevotellaceae","Lapaz",0.000869951054081206
"478","f:Prevotellaceae","Ningaloo",0.000995255005031971
"479","f:Prevotellaceae","Philippines",0.000732098705877707
"480","f:Prevotellaceae","Tanzania",0.000756676404735306
"481","f:Rikenellaceae","Cancun",0.000235418120259498
"482","f:Rikenellaceae","Lapaz",0.000207647884903342
"483","f:Rikenellaceae","Ningaloo",0.00025317957786167
"484","f:Rikenellaceae","Philippines",0.000128650349712473
"485","f:Rikenellaceae","Tanzania",0.000208506737142512
"486","f:Tannerellaceae","Cancun",0.000832925327974753
"487","f:Tannerellaceae","Lapaz",0.000794079387262816
"488","f:Tannerellaceae","Ningaloo",0.00068818119880021
"489","f:Tannerellaceae","Philippines",0.000869311551436753
"490","f:Tannerellaceae","Tanzania",0.000787957866899853
"491","f:Marinilabiliaceae","Cancun",0.000225900873803801
"492","f:Marinilabiliaceae","Lapaz",0.000245013007220319
"493","f:Marinilabiliaceae","Ningaloo",0.000345395229774047
"494","f:Marinilabiliaceae","Philippines",0.000353819925158104
"495","f:Marinilabiliaceae","Tanzania",0.00027876251813699
"496","f:Chitinophagaceae","Cancun",0.00199193294224788
"497","f:Chitinophagaceae","Lapaz",0.0020434343829931
"498","f:Chitinophagaceae","Ningaloo",0.00204251507958378
"499","f:Chitinophagaceae","Philippines",0.00228202089390229
"500","f:Chitinophagaceae","Tanzania",0.00164841275513382
"501","f:Amoebophilaceae","Cancun",3.07196380856391e-05
"502","f:Amoebophilaceae","Lapaz",9.66371755610485e-05
"503","f:Amoebophilaceae","Ningaloo",0.000193446017069024
"504","f:Amoebophilaceae","Philippines",4.34952183175947e-05
"505","f:Amoebophilaceae","Tanzania",0.000131692754104122
"506","f:Bernardetiaceae","Cancun",5.51609797531951e-05
"507","f:Bernardetiaceae","Lapaz",0.000100106603731176
"508","f:Bernardetiaceae","Ningaloo",0.000142608963543929
"509","f:Bernardetiaceae","Philippines",9.59147894097298e-05
"510","f:Bernardetiaceae","Tanzania",0.000108071735794664
"511","f:Cyclobacteriaceae","Cancun",0.00858261301037312
"512","f:Cyclobacteriaceae","Lapaz",0.00520532728942731
"513","f:Cyclobacteriaceae","Ningaloo",0.00551595829696857
"514","f:Cyclobacteriaceae","Philippines",0.0268555171301994
"515","f:Cyclobacteriaceae","Tanzania",0.00531021625598906
"516","f:Cytophagaceae","Cancun",0.0060261966176859
"517","f:Cytophagaceae","Lapaz",0.00474446710352206
"518","f:Cytophagaceae","Ningaloo",0.00490069518877456
"519","f:Cytophagaceae","Philippines",0.0104547068015423
"520","f:Cytophagaceae","Tanzania",0.00528093235659315
"521","f:Flammeovirgaceae","Cancun",0.00282337104284146
"522","f:Flammeovirgaceae","Lapaz",0.00282364134489437
"523","f:Flammeovirgaceae","Ningaloo",0.00335876439374942
"524","f:Flammeovirgaceae","Philippines",0.00389917004582702
"525","f:Flammeovirgaceae","Tanzania",0.00415226896964827
"526","f:Hymenobacteraceae","Cancun",0.000649940884326245
"527","f:Hymenobacteraceae","Lapaz",0.000836313630342819
"528","f:Hymenobacteraceae","Ningaloo",0.000935113779981681
"529","f:Hymenobacteraceae","Philippines",0.000899431611059143
"530","f:Hymenobacteraceae","Tanzania",0.00106557900827321
"531","f:Microscillaceae","Cancun",0.000301587775872426
"532","f:Microscillaceae","Lapaz",0.000630779655715324
"533","f:Microscillaceae","Ningaloo",0.000732088579416926
"534","f:Microscillaceae","Philippines",0.000487649156191268
"535","f:Microscillaceae","Tanzania",0.000747812118828361
"536","f:Flavobacteriaceae","Cancun",0.160800814387439
"537","f:Flavobacteriaceae","Lapaz",0.101869839991464
"538","f:Flavobacteriaceae","Ningaloo",0.0496328661996772
"539","f:Flavobacteriaceae","Philippines",0.107076966114761
"540","f:Flavobacteriaceae","Tanzania",0.0915410052766398
"541","f:Un_Sulcia","Cancun",1.04328466226132e-05
"542","f:Un_Sulcia","Lapaz",2.87069701318725e-05
"543","f:Un_Sulcia","Ningaloo",2.82292883748045e-05
"544","f:Un_Sulcia","Philippines",7.51518837333702e-06
"545","f:Un_Sulcia","Tanzania",7.82939724491e-06
"546","f:Un_Uzinura","Cancun",0
"547","f:Un_Uzinura","Lapaz",4.49529789651133e-07
"548","f:Un_Uzinura","Ningaloo",1.12541640406951e-06
"549","f:Un_Uzinura","Philippines",3.86002418511636e-07
"550","f:Un_Uzinura","Tanzania",1.00381707606771e-06
"551","f:Blattabacteriaceae","Cancun",4.90437469226098e-05
"552","f:Blattabacteriaceae","Lapaz",0.000218131707234239
"553","f:Blattabacteriaceae","Ningaloo",0.00025140533019108
"554","f:Blattabacteriaceae","Philippines",6.64016788842762e-05
"555","f:Blattabacteriaceae","Tanzania",7.48680460625762e-05
"556","f:Crocinitomicaceae","Cancun",4.82160002217608e-05
"557","f:Crocinitomicaceae","Lapaz",0.0002613775146727
"558","f:Crocinitomicaceae","Ningaloo",0.000206599205794025
"559","f:Crocinitomicaceae","Philippines",5.93414309768803e-05
"560","f:Crocinitomicaceae","Tanzania",0.000224750884284114
"561","f:Cryomorphaceae","Cancun",0.000186684523199854
"562","f:Cryomorphaceae","Lapaz",0.00026137602431546
"563","f:Cryomorphaceae","Ningaloo",0.000288681007786371
"564","f:Cryomorphaceae","Philippines",0.00015735335944585
"565","f:Cryomorphaceae","Tanzania",0.000463276539030487
"566","f:Haliscomenobacteraceae","Cancun",2.1930486051143e-05
"567","f:Haliscomenobacteraceae","Lapaz",0.000336712784970109
"568","f:Haliscomenobacteraceae","Ningaloo",9.60569010991766e-05
"569","f:Haliscomenobacteraceae","Philippines",3.96656128058665e-05
"570","f:Haliscomenobacteraceae","Tanzania",8.3294134591099e-05
"571","f:Lewinellaceae","Cancun",0.00142023482304589
"572","f:Lewinellaceae","Lapaz",0.00331485989637873
"573","f:Lewinellaceae","Ningaloo",0.00133523125454296
"574","f:Lewinellaceae","Philippines",0.00146481790896953
"575","f:Lewinellaceae","Tanzania",0.00174598958145629
"576","f:Saprospiraceae","Cancun",8.26873029542298e-06
"577","f:Saprospiraceae","Lapaz",0.000130329482292453
"578","f:Saprospiraceae","Ningaloo",7.75897021282458e-05
"579","f:Saprospiraceae","Philippines",1.39626525016145e-05
"580","f:Saprospiraceae","Tanzania",5.29239164146611e-05
"581","f:Sphingobacteriaceae","Cancun",0.00149218917449392
"582","f:Sphingobacteriaceae","Lapaz",0.00247340873202864
"583","f:Sphingobacteriaceae","Ningaloo",0.00236378656455098
"584","f:Sphingobacteriaceae","Philippines",0.00224329972083599
"585","f:Sphingobacteriaceae","Tanzania",0.00200247794745864
"586","f:Balneolaceae","Cancun",0.000457779504179941
"587","f:Balneolaceae","Lapaz",0.0011897873323063
"588","f:Balneolaceae","Ningaloo",0.000983252176726158
"589","f:Balneolaceae","Philippines",0.000492297742113716
"590","f:Balneolaceae","Tanzania",0.000690952651593789
"591","f:Caldisericaceae","Cancun",3.02288774855804e-06
"592","f:Caldisericaceae","Lapaz",5.9997518252284e-06
"593","f:Caldisericaceae","Ningaloo",1.7168476525527e-05
"594","f:Caldisericaceae","Philippines",2.28969636359744e-06
"595","f:Caldisericaceae","Tanzania",2.58469287380106e-06
"596","f:Calditrichaceae","Cancun",1.11592745358672e-05
"597","f:Calditrichaceae","Lapaz",5.12923979856263e-05
"598","f:Calditrichaceae","Ningaloo",0.000256038873789378
"599","f:Calditrichaceae","Philippines",2.86680162673358e-05
"600","f:Calditrichaceae","Tanzania",4.70530446675607e-05
"601","f:Un_Methylomirabilis","Cancun",4.21393454378223e-06
"602","f:Un_Methylomirabilis","Lapaz",7.9465528103343e-06
"603","f:Un_Methylomirabilis","Ningaloo",3.7518766610944e-05
"604","f:Un_Methylomirabilis","Philippines",4.29945062870899e-06
"605","f:Un_Methylomirabilis","Tanzania",1.24008494590696e-05
"606","f:Un_Cloacimnas","Cancun",1.55014860144419e-05
"607","f:Un_Cloacimnas","Lapaz",4.02621509862147e-05
"608","f:Un_Cloacimnas","Ningaloo",0.000184435847460546
"609","f:Un_Cloacimnas","Philippines",1.85069198899319e-05
"610","f:Un_Cloacimnas","Tanzania",5.18670615127743e-05
"611","f:Un_Marinimicrobia","Cancun",0.000289955319885794
"612","f:Un_Marinimicrobia","Lapaz",0.00146078211659793
"613","f:Un_Marinimicrobia","Ningaloo",0.00925786004889261
"614","f:Un_Marinimicrobia","Philippines",0.000515397914785846
"615","f:Un_Marinimicrobia","Tanzania",0.000719765769491131
"616","f:Un_Poribacteria","Cancun",1.9887134333894e-05
"617","f:Un_Poribacteria","Lapaz",8.80487362810496e-05
"618","f:Un_Poribacteria","Ningaloo",0.000494905256182713
"619","f:Un_Poribacteria","Philippines",4.30169064086664e-05
"620","f:Un_Poribacteria","Tanzania",6.33405778257174e-05
"621","f:Un_Saccharibacteria","Cancun",9.25975367925881e-06
"622","f:Un_Saccharibacteria","Lapaz",6.15376695968206e-05
"623","f:Un_Saccharibacteria","Ningaloo",6.41121223544232e-05
"624","f:Un_Saccharibacteria","Philippines",2.00727136031555e-05
"625","f:Un_Saccharibacteria","Tanzania",2.75705237824349e-05
"626","f:Chlamydiaceae","Cancun",1.60410546304814e-05
"627","f:Chlamydiaceae","Lapaz",2.94141928758934e-05
"628","f:Chlamydiaceae","Ningaloo",0.000113174142017326
"629","f:Chlamydiaceae","Philippines",1.90204597491558e-05
"630","f:Chlamydiaceae","Tanzania",3.95816279409491e-05
"631","f:Parachlamydiaceae","Cancun",5.06793851805485e-05
"632","f:Parachlamydiaceae","Lapaz",0.00014281509680668
"633","f:Parachlamydiaceae","Ningaloo",0.000339788520272265
"634","f:Parachlamydiaceae","Philippines",7.29672782534947e-05
"635","f:Parachlamydiaceae","Tanzania",0.000116589739312432
"636","f:Simkaniaceae","Cancun",2.35778000512211e-06
"637","f:Simkaniaceae","Lapaz",7.88381102459155e-06
"638","f:Simkaniaceae","Ningaloo",1.79754970888819e-05
"639","f:Simkaniaceae","Philippines",3.6721004961842e-06
"640","f:Simkaniaceae","Tanzania",1.22813396720266e-05
"641","f:Waddliaceae","Cancun",1.65192282976433e-05
"642","f:Waddliaceae","Lapaz",6.6681990945791e-05
"643","f:Waddliaceae","Ningaloo",0.000140029069829552
"644","f:Waddliaceae","Philippines",1.90526992778513e-05
"645","f:Waddliaceae","Tanzania",5.09548735906218e-05
"646","f:Chlorobiaceae","Cancun",0.000616816276268151
"647","f:Chlorobiaceae","Lapaz",0.00084892398053429
"648","f:Chlorobiaceae","Ningaloo",0.00180820941930215
"649","f:Chlorobiaceae","Philippines",0.000750578975152319
"650","f:Chlorobiaceae","Tanzania",0.000926070196043854
"651","f:Un_SAR","Cancun",0.000581902282772181
"652","f:Un_SAR","Lapaz",0.00561023147384059
"653","f:Un_SAR","Ningaloo",0.00778330354870372
"654","f:Un_SAR","Philippines",0.000953635133191464
"655","f:Un_SAR","Tanzania",0.00224642996848691
"656","f:Anaerolineaceae","Cancun",3.44462537899637e-06
"657","f:Anaerolineaceae","Lapaz",3.16970360416034e-05
"658","f:Anaerolineaceae","Ningaloo",8.64589484695025e-05
"659","f:Anaerolineaceae","Philippines",8.59330309522504e-06
"660","f:Anaerolineaceae","Tanzania",1.48946311067501e-05
"661","f:Chloroflexaceae","Cancun",0.00013195258003182
"662","f:Chloroflexaceae","Lapaz",0.000232547244553695
"663","f:Chloroflexaceae","Ningaloo",0.000433866081339531
"664","f:Chloroflexaceae","Philippines",0.000171827126893844
"665","f:Chloroflexaceae","Tanzania",0.000193563607127175
"666","f:Oscillochloridaceae","Cancun",1.5300056713976e-05
"667","f:Oscillochloridaceae","Lapaz",1.65576361571109e-05
"668","f:Oscillochloridaceae","Ningaloo",6.67948529101314e-05
"669","f:Oscillochloridaceae","Philippines",1.18067055149339e-05
"670","f:Oscillochloridaceae","Tanzania",2.0063041019997e-05
"671","f:Roseiflexaceae","Cancun",0.000119552180610984
"672","f:Roseiflexaceae","Lapaz",0.000283395334184449
"673","f:Roseiflexaceae","Ningaloo",0.0005289417514164
"674","f:Roseiflexaceae","Philippines",0.000189521128887837
"675","f:Roseiflexaceae","Tanzania",0.000180724536745899
"676","f:Herpetosiphonaceae","Cancun",0.000150449115075935
"677","f:Herpetosiphonaceae","Lapaz",0.000206809974878655
"678","f:Herpetosiphonaceae","Ningaloo",0.000394419962133481
"679","f:Herpetosiphonaceae","Philippines",0.000202630094139162
"680","f:Herpetosiphonaceae","Tanzania",0.000212268394761489
"681","f:Dehalococcoidaceae","Cancun",3.24512070500174e-05
"682","f:Dehalococcoidaceae","Lapaz",7.17906770328721e-05
"683","f:Dehalococcoidaceae","Ningaloo",0.000487467000369853
"684","f:Dehalococcoidaceae","Philippines",4.11362926765123e-05
"685","f:Dehalococcoidaceae","Tanzania",5.51339918854615e-05
"686","f:Ktedonobacteraceae","Cancun",4.13276577741937e-05
"687","f:Ktedonobacteraceae","Lapaz",0.000114971389302422
"688","f:Ktedonobacteraceae","Ningaloo",0.000329395324555106
"689","f:Ktedonobacteraceae","Philippines",6.45154714574773e-05
"690","f:Ktedonobacteraceae","Tanzania",9.19557483276857e-05
"691","f:Sphaerobacteraceae","Cancun",7.9145447644326e-05
"692","f:Sphaerobacteraceae","Lapaz",0.000131690508676492
"693","f:Sphaerobacteraceae","Ningaloo",0.000499048764088162
"694","f:Sphaerobacteraceae","Philippines",0.000116709199030751
"695","f:Sphaerobacteraceae","Tanzania",9.50417898451206e-05
"696","f:Thermomicrobiaceae","Cancun",3.97274059276656e-05
"697","f:Thermomicrobiaceae","Lapaz",0.000115477652062285
"698","f:Thermomicrobiaceae","Ningaloo",0.000321610159821334
"699","f:Thermomicrobiaceae","Philippines",4.92338816206746e-05
"700","f:Thermomicrobiaceae","Tanzania",4.94298648176134e-05
"701","f:Chrysiogenaceae","Cancun",0.000103281218407767
"702","f:Chrysiogenaceae","Lapaz",0.000115142063971615
"703","f:Chrysiogenaceae","Ningaloo",0.000219293170903814
"704","f:Chrysiogenaceae","Philippines",0.00011892563640805
"705","f:Chrysiogenaceae","Tanzania",0.000177219243477626
"706","f:Coprothermobacteraceae","Cancun",2.27544470708218e-05
"707","f:Coprothermobacteraceae","Lapaz",3.81142315567468e-05
"708","f:Coprothermobacteraceae","Ningaloo",0.000160670523773163
"709","f:Coprothermobacteraceae","Philippines",2.85695218088596e-05
"710","f:Coprothermobacteraceae","Tanzania",3.62032888289521e-05
"711","f:Aphanothecaceae","Cancun",0.000495753568696863
"712","f:Aphanothecaceae","Lapaz",0.000744372578176222
"713","f:Aphanothecaceae","Ningaloo",0.00139222229966741
"714","f:Aphanothecaceae","Philippines",0.000582396535682518
"715","f:Aphanothecaceae","Tanzania",0.000685228354619474
"716","f:Chroococcaceae","Cancun",0.000283498837775639
"717","f:Chroococcaceae","Lapaz",0.000280790069947266
"718","f:Chroococcaceae","Ningaloo",0.000501098518359269
"719","f:Chroococcaceae","Philippines",0.00028310312860051
"720","f:Chroococcaceae","Tanzania",0.00041115616894586
"721","f:Cyanobacteriaceae","Cancun",1.38041321173826e-05
"722","f:Cyanobacteriaceae","Lapaz",1.6433546262624e-05
"723","f:Cyanobacteriaceae","Ningaloo",4.49579790900594e-05
"724","f:Cyanobacteriaceae","Philippines",1.94564595329783e-05
"725","f:Cyanobacteriaceae","Tanzania",3.15474750467707e-05
"726","f:Microcystaceae","Cancun",0.000182748147844592
"727","f:Microcystaceae","Lapaz",0.000191157079023285
"728","f:Microcystaceae","Ningaloo",0.000388820373738691
"729","f:Microcystaceae","Philippines",0.000166630054335709
"730","f:Microcystaceae","Tanzania",0.000224070395231939
"731","f:Chroococcidiopsidaceae","Cancun",1.20941199211279e-05
"732","f:Chroococcidiopsidaceae","Lapaz",1.4676477466454e-05
"733","f:Chroococcidiopsidaceae","Ningaloo",5.03003466777788e-05
"734","f:Chroococcidiopsidaceae","Philippines",1.58174014772657e-05
"735","f:Chroococcidiopsidaceae","Tanzania",1.28815896295079e-05
"736","f:Aphanizomenonaceae","Cancun",3.69383967611729e-05
"737","f:Aphanizomenonaceae","Lapaz",8.51358758448618e-05
"738","f:Aphanizomenonaceae","Ningaloo",0.000225049929409226
"739","f:Aphanizomenonaceae","Philippines",6.64711886025183e-05
"740","f:Aphanizomenonaceae","Tanzania",7.68760344629637e-05
"741","f:Calotrichaceae","Cancun",3.505064979391e-05
"742","f:Calotrichaceae","Lapaz",6.82532160230937e-05
"743","f:Calotrichaceae","Ningaloo",5.60765069879247e-05
"744","f:Calotrichaceae","Philippines",6.5417285251489e-05
"745","f:Calotrichaceae","Tanzania",6.58253867279108e-05
"746","f:Chlorogloeopsidaceae","Cancun",1.00325997248582e-05
"747","f:Chlorogloeopsidaceae","Lapaz",1.68554706211989e-05
"748","f:Chlorogloeopsidaceae","Ningaloo",2.68551196255484e-05
"749","f:Chlorogloeopsidaceae","Philippines",9.73318694044179e-06
"750","f:Chlorogloeopsidaceae","Tanzania",2.20472049314381e-05
"751","f:Fortieaceae","Cancun",9.29028058780069e-05
"752","f:Fortieaceae","Lapaz",9.02994370336684e-05
"753","f:Fortieaceae","Ningaloo",0.00015444923517399
"754","f:Fortieaceae","Philippines",0.000113026579905839
"755","f:Fortieaceae","Tanzania",8.8614722701621e-05
"756","f:Hapalosiphonaceae","Cancun",6.56055708810839e-06
"757","f:Hapalosiphonaceae","Lapaz",2.07154728072432e-05
"758","f:Hapalosiphonaceae","Ningaloo",5.70321423250543e-05
"759","f:Hapalosiphonaceae","Philippines",1.28277149580187e-05
"760","f:Hapalosiphonaceae","Tanzania",2.04200449794853e-05
"761","f:Nostocaceae","Cancun",0.000551575314804852
"762","f:Nostocaceae","Lapaz",0.000738478329277609
"763","f:Nostocaceae","Ningaloo",0.00140853982716706
"764","f:Nostocaceae","Philippines",0.000796307549207811
"765","f:Nostocaceae","Tanzania",0.00079643860922985
"766","f:Rivulariaceae","Cancun",1.91958683621562e-05
"767","f:Rivulariaceae","Lapaz",1.94383246070958e-05
"768","f:Rivulariaceae","Ningaloo",3.73627839237869e-05
"769","f:Rivulariaceae","Philippines",2.95543709690295e-05
"770","f:Rivulariaceae","Tanzania",3.39461448652441e-05
"771","f:Scytonemataceae","Cancun",0.000242762944533789
"772","f:Scytonemataceae","Lapaz",0.000279414977953905
"773","f:Scytonemataceae","Ningaloo",0.000476572573297077
"774","f:Scytonemataceae","Philippines",0.000216712399286895
"775","f:Scytonemataceae","Tanzania",0.000268864364740883
"776","f:Symphyonemataceae","Cancun",1.61386967806026e-05
"777","f:Symphyonemataceae","Lapaz",8.63031783101574e-06
"778","f:Symphyonemataceae","Ningaloo",1.25281142784282e-05
"779","f:Symphyonemataceae","Philippines",1.1106821791338e-05
"780","f:Symphyonemataceae","Tanzania",4.57670938933757e-06
"781","f:Coleofasciculaceae","Cancun",0.000255833809476691
"782","f:Coleofasciculaceae","Lapaz",0.000299919777031608
"783","f:Coleofasciculaceae","Ningaloo",0.000668855767434694
"784","f:Coleofasciculaceae","Philippines",0.000264978175200091
"785","f:Coleofasciculaceae","Tanzania",0.000295155660384519
"786","f:Cyanothecaceae","Cancun",7.50372433370482e-05
"787","f:Cyanothecaceae","Lapaz",0.000122626593929665
"788","f:Cyanothecaceae","Ningaloo",0.000270435766147578
"789","f:Cyanothecaceae","Philippines",7.85991429812793e-05
"790","f:Cyanothecaceae","Tanzania",0.000113457810250695
"791","f:Gomontiellaceae","Cancun",1.01514151500495e-05
"792","f:Gomontiellaceae","Lapaz",1.14185206464861e-05
"793","f:Gomontiellaceae","Ningaloo",2.37954780986749e-05
"794","f:Gomontiellaceae","Philippines",1.1089154403679e-05
"795","f:Gomontiellaceae","Tanzania",2.17728237422057e-05
"796","f:Microcoleaceae","Cancun",0.000621426776589186
"797","f:Microcoleaceae","Lapaz",0.000787250438665397
"798","f:Microcoleaceae","Ningaloo",0.00126756362928978
"799","f:Microcoleaceae","Philippines",0.000689185523129369
"800","f:Microcoleaceae","Tanzania",0.000808063435708489
"801","f:Oscillatoriaceae","Cancun",0.000891408265588428
"802","f:Oscillatoriaceae","Lapaz",0.000677785159276226
"803","f:Oscillatoriaceae","Ningaloo",0.000845839624647591
"804","f:Oscillatoriaceae","Philippines",0.000744775429364543
"805","f:Oscillatoriaceae","Tanzania",0.000702040406350532
"806","f:Dermocarpellaceae","Cancun",9.11303398298604e-06
"807","f:Dermocarpellaceae","Lapaz",1.43927539344869e-05
"808","f:Dermocarpellaceae","Ningaloo",1.83348372239077e-05
"809","f:Dermocarpellaceae","Philippines",1.00187350082702e-05
"810","f:Dermocarpellaceae","Tanzania",2.36443153141936e-05
"811","f:Hyellaceae","Cancun",0.000230722304639651
"812","f:Hyellaceae","Lapaz",0.000295413404238915
"813","f:Hyellaceae","Ningaloo",0.0004440128372152
"814","f:Hyellaceae","Philippines",0.000212735779865724
"815","f:Hyellaceae","Tanzania",0.000300185235067976
"816","f:Xenococcaceae","Cancun",2.20541184824915e-05
"817","f:Xenococcaceae","Lapaz",5.17202567461112e-05
"818","f:Xenococcaceae","Ningaloo",6.88028866580487e-05
"819","f:Xenococcaceae","Philippines",3.38223561547064e-05
"820","f:Xenococcaceae","Tanzania",3.72755332976632e-05
"821","f:Spirulinaceae","Cancun",5.41769677491796e-06
"822","f:Spirulinaceae","Lapaz",4.4118400891873e-05
"823","f:Spirulinaceae","Ningaloo",1.63845786670974e-05
"824","f:Spirulinaceae","Philippines",1.06045686048722e-05
"825","f:Spirulinaceae","Tanzania",7.61635006863012e-06
"826","f:Acaryochloridaceae","Cancun",0.00023074004208248
"827","f:Acaryochloridaceae","Lapaz",0.000274878224341326
"828","f:Acaryochloridaceae","Ningaloo",0.000431910239409553
"829","f:Acaryochloridaceae","Philippines",0.000209967730542602
"830","f:Acaryochloridaceae","Tanzania",0.000325316051692561
"831","f:Chamaesiphonaceae","Cancun",7.23017479358548e-05
"832","f:Chamaesiphonaceae","Lapaz",5.42047995779523e-05
"833","f:Chamaesiphonaceae","Ningaloo",4.03998292917308e-05
"834","f:Chamaesiphonaceae","Philippines",4.76798832060773e-05
"835","f:Chamaesiphonaceae","Tanzania",2.54703405990365e-05
"836","f:Leptolyngbyaceae","Cancun",0.000164009001590625
"837","f:Leptolyngbyaceae","Lapaz",0.000278553023426704
"838","f:Leptolyngbyaceae","Ningaloo",0.000499883245089043
"839","f:Leptolyngbyaceae","Philippines",0.000207368399405029
"840","f:Leptolyngbyaceae","Tanzania",0.000238944064911942
"841","f:Merismopediaceae","Cancun",0.000121557359128519
"842","f:Merismopediaceae","Lapaz",0.000166882214484019
"843","f:Merismopediaceae","Ningaloo",0.00036929630027596
"844","f:Merismopediaceae","Philippines",0.000129367299692361
"845","f:Merismopediaceae","Tanzania",0.000126264239213526
"846","f:Prochloraceae","Cancun",0.00121023564829504
"847","f:Prochloraceae","Lapaz",0.00110317708760095
"848","f:Prochloraceae","Ningaloo",0.0385789552191449
"849","f:Prochloraceae","Philippines",0.000995351753016356
"850","f:Prochloraceae","Tanzania",0.00342838059862877
"851","f:Prochlorotrichaceae","Cancun",9.03590562911851e-05
"852","f:Prochlorotrichaceae","Lapaz",0.000156216601535954
"853","f:Prochlorotrichaceae","Ningaloo",0.000445740156419048
"854","f:Prochlorotrichaceae","Philippines",0.000119297286623435
"855","f:Prochlorotrichaceae","Tanzania",0.000141052444082498
"856","f:Pseudanabaenaceae","Cancun",0.000190036733334981
"857","f:Pseudanabaenaceae","Lapaz",0.000184888031234865
"858","f:Pseudanabaenaceae","Ningaloo",0.00034388405311452
"859","f:Pseudanabaenaceae","Philippines",0.000182605140183325
"860","f:Pseudanabaenaceae","Tanzania",0.000187687274172359
"861","f:Synechococcaceae","Cancun",0.00241867880969716
"862","f:Synechococcaceae","Lapaz",0.0138200513336725
"863","f:Synechococcaceae","Ningaloo",0.04144258048707
"864","f:Synechococcaceae","Philippines",0.00644343135444843
"865","f:Synechococcaceae","Tanzania",0.00438774473543421
"866","f:Gloeobacteraceae","Cancun",0.000145611934953593
"867","f:Gloeobacteraceae","Lapaz",0.000153210922089368
"868","f:Gloeobacteraceae","Ningaloo",0.000289020070894366
"869","f:Gloeobacteraceae","Philippines",0.000139534494708235
"870","f:Gloeobacteraceae","Tanzania",0.00014309339134709
"871","f:Deferribacteraceae","Cancun",0.000136273483680481
"872","f:Deferribacteraceae","Lapaz",0.000266812110211887
"873","f:Deferribacteraceae","Ningaloo",0.000818825012410444
"874","f:Deferribacteraceae","Philippines",0.000187528777020739
"875","f:Deferribacteraceae","Tanzania",0.000371723231200454
"876","f:Deinococcaceae","Cancun",0.000285973485893717
"877","f:Deinococcaceae","Lapaz",0.000440603067582562
"878","f:Deinococcaceae","Ningaloo",0.000716882623874513
"879","f:Deinococcaceae","Philippines",0.000426005639247669
"880","f:Deinococcaceae","Tanzania",0.000417597410533776
"881","f:Trueperaceae","Cancun",2.98713776262227e-05
"882","f:Trueperaceae","Lapaz",0.000119470464845221
"883","f:Trueperaceae","Ningaloo",0.000227335501970663
"884","f:Trueperaceae","Philippines",4.04600247002001e-05
"885","f:Trueperaceae","Tanzania",6.57099986688391e-05
"886","f:Thermaceae","Cancun",0.00026281635321393
"887","f:Thermaceae","Lapaz",0.000484715244848115
"888","f:Thermaceae","Ningaloo",0.000993830687485738
"889","f:Thermaceae","Philippines",0.000435221910431226
"890","f:Thermaceae","Tanzania",0.000488526188407709
"891","f:Dictyoglomaceae","Cancun",4.96577137631953e-05
"892","f:Dictyoglomaceae","Lapaz",8.64413709916663e-05
"893","f:Dictyoglomaceae","Ningaloo",0.000325511162728824
"894","f:Dictyoglomaceae","Philippines",5.31324364933154e-05
"895","f:Dictyoglomaceae","Tanzania",7.86867471809732e-05
